image,psnr_em,time_em,gs_time_psnr,epoch_psnr
kodim01.png,22.525796779456595,1263.2480309009552,2522.3273117494587,132
kodim02.png,29.172081316337835,1084.6270768642426,3722.330004215241,200
kodim03.png,29.060239223298904,941.1097049713136,4198.371374599935,194
kodim04.png,27.0272040881228,1042.3895518779757,3717.1348369646066,189
kodim05.png,19.224401589532224,1440.2882177829742,1655.0090883636472,86
kodim06.png,24.401588699807117,1068.8896820545197,3832.8192818546295,172
kodim07.png,23.064246902221264,1029.294072151184,2120.491918436289,119
kodim08.png,18.543147714619327,1130.6722497940063,1840.6749409186841,103
kodim15.png,26.559901691056208,898.9506328105927,3664.583908081055,200
